"","ID","textID","sentenceID","sentence","translation","PP"
"201",165,"BrutRB","55.44-56.1","Ac yna yd anuonet gwys dros wyneb teyrnas freinc y gynullaw holl dewred y uynet gyt a llyr y oresgyn y gyuoeth drachefyn idaw","and then it was called for arms all over the face of kingdom of France to gather all brave ones to go together with Lear to reconquer his realm for him","y uynet gyt a llyr"
"202",670,"PKM","20.4-5","A'r nos y ganet, y ducpwyt gwraged y wylat y mab a'y uam.","On the night of his birth women were brought to watch keep watch over the boy and his mother,…; Davies2007:16","y wylat y mab a'y uam."
"203",1187,"BrutRB","35.23-29","a gwedy bydit yny wed honno yn treulaw y dyd. y gossodit rei diflin y ymlad y nos hyt tra vei y rei lludedic o ymlad y dyd yn gorffywys. ac ereill diflin a ossodit y wylaw y pebylleu rac ofyn kyrch deissyueit y gan eu gelynyon.","and after the day was spent in this way the ones not fatigued were arrayed for battle to fight (during) the night while the weary ones from fighting the day were resting. And the other fatigued ones were put to keep watch of the tents for fear of a sudden attack from the enemies.","y wylaw y pebylleu"
"204",1089,"Ger","20.568-569","Ac yn adolwc y may y ti, arglwyd, ellwg Gereint y uab attaw y gadw y gyuoeth ac y vybot y deruyneu.","And he begs you, lord, to let Geraint his son go to him to defend his territory and to get to know its boundaries. Davies2007:154","y vybot y deruyneu"
"205",1111,"PKM","84.17-18","""Ellynghwch was,"" heb hi, ""e wybot pwy yr yniuer.""","Send a lad to find out who they are,’ she said. Davies2007:59","e wybot pwy yr yniuer"
"206",1070,"Ger","15.449-451","A’th annerch y gan Ereint, a chan dy annerch ef a’m kymhellawd i hyd yma y wneuthur dy ewyllus di am godyant dy uorwyn y gan y corr.","And greetings to you from Geraint, and in greeting you he has forced me to come here to do your will for the insult done to your maiden by the dwarf. Davies2007:151","y wneuthur dy ewyllus di am godyant dy uorwyn y gan y corr"
"207",1221,"BrutRB","48.29-32","ac yr hynny ny leihawys karyat esyllt gantaw. namyn y gossot y mywn dayar yn llundein. ac anwylyt idaw o'e gwassanaethu yn dirgel ac o'e gwarchadw.","and despite that the love for Esyllt did not diminish with him but putting her in a vault in London with a confidant of his in order to serve her in secret and to protect her","o'e gwassanaethu yn dirgel"
"208",1222,"BrutRB","48.29-32","ac yr hynny ny leihawys karyat esyllt gantaw. namyn y gossot y mywn dayar yn llundein. ac anwylyt idaw o'e gwassanaethu yn dirgel ac o'e gwarchadw.","and despite that the love for Esyllt did not diminish with him but putting her in a vault in London with a confidant of his in order to serve her in secret and to protect her","o'e gwarchadw."
"209",991,"BMW","12.7-8","…a’r llu hwnn mi a’e rodaf y chwitheu y oresgyn y gyueir y mynnoch ar y byt.’'","…And I will give you this host to conquer whatever part of the world you wish.’ Davies2007:110","y oresgyn y gyueir y mynnoch ar y byt"
"210",1128,"Ger","23.656-659","A thrannoeth yn ieuengtit y dyt yd erchis Erbin y Ereint anuon kenhadeu ar y wyr y ouyn utunt a oed divrthrwm ganthunt y dyuot y gymryt eu gwrogaeth, ac a oed ganthunt ae bar ae eniwet o dim a dottynt yn y erbyn.","Early the next day Erbin asked Geraint to send messengers to his men to ask them whether it was convenient for him [them, R.S.] to come and receive their homage, and whether they felt angry or hurt because of anything they had against him. Davies2007:157","y ouyn utunt"
"211",1131,"Ger","23.659-661","Yna y gyrrawd Gereint kenadeu ar wyr Kernyw y ouyn uthunt hynny,","Then Geraint sent messengers to the men of Cornwall to ask them that,…Davies2007:157","y ouyn uthunt hynny"
"212",871,"PKM","72.23-27","…ac ual y gyt ac y doethant hyt y Uelen Ryd y pedyt ny ellit eu reoli o ymsaethu, gyrru kennadeu o Pryderi y erchi guahard y deulu, ac erchi gadu y ryngtaw ef a Guydyon uab Don, canys ef a baryssei hynny.","…but as soon as they reached Y Felenrhyd, beacuse the foot-soldiers could not be restrained from shooting at each other, Pryderi sent messengers requesting that both armies be called off, and that the matter be left to him and Gwydion son of Dôn, since Gwydion had caused all this.; Davies2007:51","y erchi guahard y deulu"
"213",148,"BrutRB","52.45-53.2","ac yna gwedy clybot o aganipus vrenhin freinc. clot. a phryt. a thegwch cor deilla. Anuon kenadeu a wnaeth oe herchi yn wreic idaw a dywedut wrth y that y genadwri","and then after Aganippus, king of France, heard of Cordelia's reputation and appearance and beauty, he send messengers to asked her as wife for him","oe herchi yn wreic idaw a dywedut wrth y that y genadwri"
"214",1192,"BrutRB","35.40-45","ac velly eu kymell y ffo y wrth y ty. ac eissoes o'r diwed o eisseu bwyt. a pheunydyawl ymlad yn eu blinaw. anuon kenadeu a wnaethant att vrutus y erchi kanhorthwy am rydit udunt","and thus they fled to their house and still at last from lack of food and daily fighting exhausting them they sent messengers to Brutus to ask assistance for freedom to them","y erchi kanhorthwy am rydit udunt"
"215",1206,"BrutRB","40.14-16","ac yna ellwg a wnaeth brutus trychanwr aruawc y edrych pa ryw tir oed hwnnw a pha ryw genedyl a'e presswylei.","and then Brutus send three hundred armed warriors to see what kind of land this was and what kind of cenedl dwelled in it.","y edrych pa ryw tir oed hwnnw a pha ryw genedyl a'e presswylei."
"216",858,"PKM","64.11-13","A guedy clybot dy uot yn kyuanhedu y wlat, y doeth uyn teulu attaf inheu, ac y erchi eu rithyaw yn llygot y diua dy yd,","And having heard that you were living in the land, my retinue came to me and asked me to turn them into mice so that they could destroy your corn.; Davies2007:45","y diua dy yd"
"217",652,"PKM","15.24-25","Blwydyn y heno ynteu, y byd gwled darparedic yn y llys honn i titheu, eneit, y gyscu gennyf innheu.","But a year from tonight, a feast will be prepared in this court when you, friend, shall sleep with me. Davies2007:13","y gyscu gennyf innheu."
"218",606,"PKM","3.7-10","Sef ual y gwnaf, mi a'th rodaf di y'm lle i yn Annwuyn, ac a rodaf y wreic deccaf a weleist eiroet y gyscu gyt a thi beunoeth,","What I shall do is to put you in my place in Annwfn, and give you the most beautiful woman you have ever seen to sleep with you every night","y gyscu gyt a thi beunoeth,"
"219",868,"PKM","72.1-3","Ac yguely Math uab Mathonwy dodi Giluathwy a Goewyn uerch Pebin y gyscu y gyt,","And in the bed of Math son of Mathonwy, Gilfaethwy and Goewin daughter of Pebin were put to sleep together,…; Davies2007:50","y gyscu y gyt"
"220",469,"BrutRB","84.24-28","ac wrth hynny yd anuones gloyw vaspasianus a llu mawr gantaw hyt yn ynys prydein y dagnefedu a gweiryd. neu y gymell y deyrnget arnaw drwy darystygedigaeth y wyr rufein.","and therefore Gloyw sent Vaspasianus together with a great host to the island of Britain to reconcile with Gweiryd or to exact his tribute on him by subjugation to the men of Rome","neu y gymell y deyrnget arnaw drwy darystygedigaeth y wyr rufein."
"221",518,"BrutRB","89.12-16","a gwedy clybot hynny yn rufein. Sef a wnaethant anuon seuerus senedwr a dwy leg o wyr aruawc gantaw y gymell ynys brydein wrth eu harglwydiaeth val kynt.","and after hearing this in Rome they send senator Severus and two measures of armed men with him to force the island of Britain to their government as before","y gymell ynys brydein wrth eu harglwydiaeth val kynt."
"222",950,"BMW","5.18-20","A llyna an kyngor ni ytti, ellwng kennadeu teir blyned y teir rann y byt, y geissaw dy vreudwyt.","Send messengers for three years to the three regions of the world to look for your dream. Davies2007:105","y geissaw dy vreudwyt"
"223",1180,"BrutRB","34.5-8","Neu ynteu ony edy hynny udunt y'th deyrnas di gan rydit ellwg wynt gan dy ganyat y wladoed y byt y geisaw presswyluot heb geithiwet.","Or then if you do not allow this to them to your kingdom with freedom, let them go with your charity to lands of the world to seek a dwelling-place without captivity.","y geisaw presswyluot heb geithiwet"
"224",1088,"Ger","20.568-569","Ac yn adolwc y may y ti, arglwyd, ellwg Gereint y uab attaw y gadw y gyuoeth ac y vybot y deruyneu.","And he begs you, lord, to let Geraint his son go to him to defend his territory and to get to know its boundaries. Davies2007:154","y gadw y gyuoeth"
"225",660,"PKM","18.12-13","…A mi a adawaf wyrda drossof yma, y attep y pawb o'r a'th ouynno di.‘‘","…And I will leave noblemen here on my behalf to answer all those who may make requests of you.‘; Davies2007:15","y attep y pawb o'r a'th ouynno di"
"226",1050,"Ger","11.327-331","…‘a rowyr,’ heb ef, ‘y gadawd uyg camryuic a’m balchder ym erchi nawd, ac ony chaf yspeit y ymwneuthur a Dyw am uym pechawt ac ymdidan ac offeireit, ny hanwyf well o nawd.’","‘And my false pride and arrogance have prevented me from asking for mercy until it is too late,’ he said, ‘and unless I receive respite to engage with God for my sins and to talk with a priest, I am none the better for being spared.’ Davies2007:147--148","y ymwneuthur a Dyw am uym pechawt ac ymdidan ac offeireit"
"227",1215,"BrutRB","45.2-3","a phan delei y dyd mynet brutus a'e lu allan y ymlad a elynyon","and when day came, Brutus went out with his host to fight with the enemy","y ymlad a elynyon"
"228",215,"BrutRB","63.2-7","Sef a gawssant yn eu kyghor trigiaw beli ar brytanyeit gantaw y ymlad a germania ac eu darestwg a mynet bran ar freinc ar bwrgwyn gantaw y geissaw dial eu twyll ar wyr rufein","They decided in their counsel that Beli and the British with him stayed to fight with Germania and subjugate them and Bran and the French and the Burgundians go to seek revenge for the treachery of the men of Rome","y ymlad a germania ac eu darestwg"
"229",619,"PKM","5.19-20","Ac ar hynny y deu urenhin a nessayssant y gyt am perued y ryt e ymgyuaruot.","With that the two kings approached each other towards the middle of the ford for the fight. Davies2007:6","e ymgyuaruot"
"230",508,"BrutRB","88.6-8","a ranu yr wyth temyl ar hugeint yn teir ran wrth ufudhau y'r tri archescob.","and the 28 temples were divided in three parts so that they obeyed to three archbishops","wrth ufudhau y'r tri archescob."
"231",379,"BrutRB","73.45-74.1","a gossot yrei hynny wrth gadwyneu wrth gyllu[dyllu] y eu llogeu y adanunt o delynt yno.","and [Caswallawn] placed these[iron stakes] for/as fetters in order to pierce their ships under them if they came there","wrth gyllu[dyllu] y eu llogeu y adanunt o delynt yno."
"232",901,"PKM","83.7-8","""Dygyuor,"" heb ynteu, ""y dorri dy dynghetuen am dy uab, ac y geissaw arueu idaw.","'An uprising to break your fate on your son,' he said, 'and to get weapons to him.…'; Davies2007:58","y dorri dy dynghetuen am dy uab"
"233",389,"BrutRB","74.41-46","dyuot wynt ac eu gwraged hyt yn llundein y wneuthur aberth ac y dalu dylyedus enryded a molyant y eu tadolyon dwyweu drwy y rei y kewsynt y uudugolyaeth dwyweith ar amherawdyr rufein.","them and their wives to come to London to make a sacrifice and to pay appropriate honour and praise to their tutelary gods by who they could take the victory against the Roman emporer twice","y dalu dylyedus enryded a molyant y eu tadolyon dwyweu drwy y rei y kewsynt y uudugolyaeth dwyweith ar amherawdyr rufein."
"234",743,"PKM","39.5-7","Y seith hynny a drigwys yn seith kynueissat y synyaw ar yr ynys honn, a Chradawc uab Bran yn benhaf kynweisyat arnunt.","Those seven stayed behind as seven stewards to look after this island, and Caradog son of Brân was their chief steward.; Davies2007:28","y synyaw ar yr ynys honn,"
"235",1227,"BrutRB","52.3-5","Sef a wnaeth profi pwy vwyaf o'e verchet a'e karei wrth rodi idi y ran oreu o'r kyuoeth gan wr.","This he did, prove who of his daughterhs loved him most in order to give to her the best part of the kingdom with a man.","wrth rodi idi y ran oreu o'r kyuoeth gan wr."
"236",460,"BrutRB","83.12-14","ac yn dianot yd anuones gloyw yn ol y verch wrth y rodi y weiryd.","and without delay Gloyw sent for his daughter to give her to Gweiryd","wrth y rodi y weiryd."
"237",992,"BMW","12.18-19","Ac yno y trigywys Kynan a rann arall y bresswylaw,…","But Cynan and another group stayed on to settle there. Davies2007:110","y bresswylaw"
"238",657,"PKM","18.1-2","""Ni a uydwn drostaw,"" heb Heueyd, ""yny uo ryd y wyr y uynet drostaw.""","‘We will answer for him,‘ said Hyfaidd,‘until his men are free to stand bail for him.‘; Davies2007:14 go for him","y uynet drostaw."
"239",1203,"BrutRB","38.45-47","ac os hynny a geffit kymryt kanat y vynet y le y gellynt kaffel tragywydawl hedwch.","and because of this it was taken to take leave to go to a place where they could take eternal peace.","y vynet y le y gellynt kaffel tragywydawl hedwch."
"240",541,"BrutRB","91.18-21","ac anuon a wnaeth at y brytanyeit y venegi vdunt pei gwnelynt hwy euo yn vrenhin","and he[Carawn] send to the British to tell to them if they would make him king","y venegi vdunt pei gwnelynt hwy euo yn vrenhin"
"241",772,"PKM","47.10-12","""Meuyl ar uy maryf i,"" heb ef, ""onyt agoraf y drws, e wybot ay gwir a dywedir am hynny.""","'Shame on my beard unless I open the door to find out if what they say about it is true.'; Davies2007:34","e wybot ay gwir a dywedir am hynny"
"242",1170,"BrutRB","42.12-15","A gwedy clybot o hwnnw diskynu estrawn genedyl yny wlat anuon a wnaeth attunt y wybot beth a vynnynt ae ryuel ae hedwch.","and after this one heard that a foreign people landed in his land he send to them in order to know what the wished either his war or his peace","y wybot beth a vynnynt ae ryuel ae hedwch"
"243",540,"BrutRB","91.11-13","a thra yttoed ef uelly pawb o'r cribdeilwyr ereill a gyrchei attaw y wrhau idaw.","and als long as he[Carawn] was like this, all of the other plunderers came to him to be a vassal to him","y wrhau idaw."
"244",1055,"Ger","12.335-337","Ac na discynnych o’r pan elych odyma hyt rac bronn Gwenhwyuar y wneuthur iawn iti ual y barnher yn llys Arthur.’","’…and that you do not dismount from the time you leave here until you are in Gwenhwyfar’s presence to make amends to her as will be decided in Arthur’s court.’ Davies2007:148","y wneuthur iawn iti ual y barnher yn llys Arthur"
"245",1054,"Ger","11.331-12.333","‘Mi a rodaf nawd it gan hyn,’ heb ef, ‘dy uynet hyd at Wenhwyuar, gwreic Arthur, y wneuthur iawn iti am syrhaed y uorwyn o’th gorr.","‘I shall show you mercy on these conditions,’ he said, ‘that you go to Gwenhwyfar, Arthur’s wife, to make amends to her for the insult done to the maiden by the dwarf. Davies2007:148","y wneuthur iawn iti am syrhaed y uorwyn o’th gorr"
"246",388,"BrutRB","74.41-43","dyuot wynt ac eu gwraged hyt yn llundein y wneuthur aberth","them and their wives to come to London to make a sacrifice","y wneuthur aberth"
"247",390,"BrutRB","74.41-75.1","dyuot wynt ac eu gwraged hyt yn llundein […] ac y wneuthur gwylua enrydedus udunt.","them and their wives to come to London […] and to make an appropriate vigil to them","y wneuthur gwylua enrydedus udunt."
"248",114,"BrutRB","46.8-11","ac eu llad oll eithyr yr un kawr mawr hwnnw a archyssei vrutus y gadw y welet ymdrech yrygtaw a chorineus","and they killed all but this one great giant for which Brutus asked to save him in order to see a fight between him and Corineus","y welet ymdrech yrygtaw a chorineus"
"249",908,"PKM","85.2","Yna yd aeth kennadeu yn y erbyn y wahawd.","Then messengers went to meet him and invite him in.; Davies2007:59","y['y] wahawd"
"250",888,"PKM","78.21-22","Gwedy y dyuot y'r llys, kyuodi a oruc Aranrot yn y erbyn y raessawu, ac y gyuarch guell idaw.","When he came to the court, Aranrhod got up to meet him, to welcome and to greet him.; Davies2007:55","y raessawu"
"251",1021,"Ger","6.167-169","Ac y benn y dref y doethant; ac ual y kerdei y marchawc trwy y dref y kyuodei tylwyth pob ty y gyuarch gwell idaw ac y grassawu.","They came to the end of the town. As the knight rode through the town the people of every house would rise to their feet to greet and welcome him. Davies2007:143","y['y] grassawu"
"252",723,"PKM","35.23-24","Y kymereis inheu wyntwy arnaf, yu gossymdeithaw","'I took them in to maintain them:…; Davies2007:26","yu gossymdeithaw"
"253",1233,"BrutRB","55.41-43","mal y bei haws idaw caffel. porth a nerth y oresgyn y gyuoeth drachefyn","…so that it was easy for him to obtain assistance and strength in order to win back his kingdom.","y oresgyn y gyuoeth drachefyn"
"254",684,"PKM","24.4-8","Y rodet y march y'r mab, ac y deuth hi at y guastrodyon, ac at weisson y meirch, y orchymyn synyeit wrth y march, a'e uot yn hywed erbyn pan elei y mab y uarchogaeth, a chwedyl wrthaw.","Then the horse was given to the boy, and she went to the grooms and stableboys to tell them to look after the horse, and to break it in when the boy would go riding, and to report on its progress.; Davies2007:19","y orchymyn synyeit wrth y march"
"255",1125,"Ger","23.648-650","…ac yna y doeth Cadyrieith attunt y edrych eu aruedyt ac y ouyn y bawb onadunt beth a eruynnynt.","…and Cadyriaith came to them to consider their intention and ask each one of them what he wanted. Davies2007:156","y ouyn y bawb onadunt beth a eruynnynt"
"256",306,"BrutRB","67.21-24","gwedy y ry uot yn crwydraw gwladoed ereill y geissaw porth y oresgyn y gyuoeth drachefyn. ac ny chauas dim.","after he[Arthal] had been roaming other lands he sought help to conquer his kingdom again and he did not get any","y oresgyn y gyuoeth drachefyn"
"257",600,"PKM","1.7-9","A thrannoeth yn ieuengtit y dyd kyuodi a oruc, a dyuot y Lynn Cuch i ellwng e gwn dan y coet.","And early the next day he got up, and came to Glyn Cuch to unleash his dogs in the forest. Davies2007:3","i ellwng e gwn dan y coet."
"258",674,"PKM","21.12-14","A'r guyrda a doethant y gyt y wneuthur kynnadeu at Pwyll, y erchi idaw yscar a'e wreic, am gyflauan mor anwedus ac ar y wnaethoed.","And they [the noblemen] gathered together to make representations to Pwyll, to ask him to divorce his wife for having commited such a terrible outrage.; Davies2007:17","y erchi idaw yscar a'e wreic, am gyflauan mor anwedus ac ar y wnaethoed."
"259",725,"PKM","36.2-4","O hynny allan y dygyuores uyg kyuoeth am ym pen, y erchi im ymuadeu ac wynt, a rodi dewis im, ae uyg kyuoeth, ae wynt.","From then on my people rose against me to ask me to get rid of them, and gave me a choice, either my kingdom or these people.; Davies2007:26","y erchi im ymuadeu ac wynt"
"260",859,"PKM","64.15-16","A'r tryded nos y doeth uy gwreic a gwraged y llys attaf, y erchi im eu rithaw, ac y ritheis inheu.","But the third night my wife and the ladies of the court came to me and asked me to transform them too, and I did that.; Davies2007:45","y erchi im eu rithaw"
"261",428,"BrutRB","78.33-35","Sef a oruc anuon at auarwy. y erchi idaw tagnefedu ac ulkessar","He[Caswallawn] sent to Afarwy to ask him to restore peace with Cesar","y erchi idaw tagnefedu ac ulkessar"
"262",497,"BrutRB","87.5-9","ac anuon a oruc hyt at eleuthreius bab y erchi idaw anuon attaw wyr kyflawn o gret a ffyd a bregethei gristonogaeth idaw a chret a ffyd a bedyd.","and he[Lles1] send to Pope Eleuthreius[2] to ask him[2] to send to him[1] men full of believe and faith who would preach Christianity to him and berlieve and faith and Christendom","y erchi idaw anuon attaw wyr kyflawn o gret a ffyd a bregethei gristonogaeth idaw a chret a ffyd a bedyd."
"263",626,"PKM","9.10-11","Mi a af,"" heb ynteu, ""y'r orssed y eisted.""","…I will go and sit on the mound,'he [Pwyll] said. Davies2007: 8","y eisted"
"264",637,"PKM","11.19","""Awn,"" heb ef, ""y'r orssed y eiste,…","'Let us got to the mound to sit,' he [Pwyll] said…Davies2007: 10","y eiste"
"265",638,"PKM","11.23","Dyuot yr orssed a orugant y eisted.","They came to the mound and sat down. Davies2007: 10","y eisted"
"266",661,"PKM","18.16-17","Ac y'r bordeu yd aethont y eisted,","They went to sit down at the tables,…; Davies2007:15","y eisted"
"267",808,"PKM","55.12-13","""Nessawn,"" heb y Pryderi, ""parth a'r berth, y edrych beth yssyd yndi.""","'Let us get closer to the thicket to see what is inside,' said Pryderi.; Davies2007:39","y edrych beth yssyd yndi"
"268",1027,"Ger","6.169-171","A ffan doeth Gereint y’r dref y ydrych ym pob ty y geissyaw adnabot neb o’r a welei…","When Geraint came to the town he looked in every house to see whether he recognized anyone… Davies2007:143","y ydrych ym pob ty y geissyaw adnabot neb o’r a welei"
"269",1124,"Ger","23.648-650","…ac yna y doeth Cadyrieith attunt y edrych eu aruedyt ac y ouyn y bawb onadunt beth a eruynnynt.","…and Cadyriaith came to them to consider their intention and ask each one of them what he wanted. Davies2007:156","y edrych eu aruedyt"
"270",226,"BrutRB","63.43-45","Kanys kenadeu ry dathoed y gan eu deu amherawdyr. y dywedut y deuynt drannoeth oc eu hamdiffyn","Since the messengers from their two emperors had come to say that they were coming in the next days for their protection/to protect them","y dywedut y deuynt drannoeth oc eu hamdiffyn"
"271",161,"BrutRB","55.27-34","a gwedy daruot gwneuthur kymeint ac a archyssei. anuon a wnaeth llythyreu at y brenhin ac at y verch ynteu y dywedut y uot yn dyuot ar y deugeinuet o varchogyon gwedy y ry dehol oe dofyon o ynys prydein yn dyuot y geissaw porth gantunt wynteu y oresgyn y gyfoeth dracheuen","and after as much was done as she asked, he sent letters to the king and his daughter in order to say that he was coming with 40 knights after his son-in-laws had banished from the Isle of Britain, coming to seek help from them to reconquer his land","y dywedut y uot yn dyuot ar y deugeinuet o varchogyon"
"272",1230,"BrutRB","55.11-14","ac anuon amylder o annercheu at y verch a wnaeth y dywedut y ryw agkyfreith a gyuaruu ac ef.","and he sent many salutations to his daughter to say the king of offence which he met with.","y dywedut y ryw agkyfreith a gyuaruu ac ef."
"273",742,"PKM","38.18-20","A phan darllewyt y llythyr, doluryaw a wnaeth o glybot y poen oed ar Uranwen, a dechreu o'r lle hwnnw peri anuon kennadeu y dygyuoryaw yr ynys honn y gyt.","When it was read, Bedigeidfran grieved to hear how Branwen was being punished, and there and then he sent messengers to muster the entire island.; Davies2007:28","y dygyuoryaw yr ynys honn y gyt"
"274",668,"PKM","19.29-20.2","…a blwydyn y'r amser hwnn, ni a wnawn yr oet y dyuot y gyt, ac wrth ych kynghor y bydaf.""","…A year from now we will arrange to meet, and I will abide by your decision.‘; Davies2007:16","y dyuot y gyt"
"275",345,"BrutRB","71.7-11","A gwedy datkanu y llythyr y ulkessar. kynullaw llyges a wnaeth ynteu. wrth dwyn ar weithret yr ymadrawd a anuonassei yn y llythyr at kaswallawn","And after the letter was told to Cesar, he[Cesar] mustered ships in order to carry out the statement which he had sent in the letter to Caswallawn","wrth dwyn ar weithret a anuonassei yn y llythyr at kaswallawn"
"276",419,"BrutRB","77.27-31","Kanys auarwy ae dugassei hyt yno wrth dwyn kyrch deissyfyt am ben kaswallawn y ellwg y gaer y gantaw. a phan wyl gwyr rufein y brytanyeit yn dyuot attunt. gwisgaw eu harueu a wnaethant","Since it was Afarwy who had brought them there for the purpose of leading the immediate assault against Caswallawn in order to free the fort from him and when the men of Rome saw the British coming towards them they took up their arms","wrth dwyn kyrch deissyfyt am ben kaswallawn y ellwg y gaer y gantaw"
"277",774,"PKM","48.15-16","…pan aeth yniuer pedeir decwlat a seithugeint e Iwerdon, y dial Paluawt Branwen;","…when the army of one hundred and fifty-four districts went to Ireland to avenge the Blow to Branwen;…; Davies2007:34","y dial Paluawt Branwen"
"278",429,"BrutRB","78.37-40","a menegi idaw kyt ryfelei ef dalym ar auarwy yr y darestwg a'e gospi na mynnei ef eissoes y ageu ef er hynny.","and he[Caswallawn] said to him[Afarwy] although he was fighting a while against Afarwy in order to subjugate him and subdue him that he did not wish already his death because of this","yr y darestwg a'e gospi"
"279",164,"BrutRB","55.44-56.1","Ac yna yd anuonet gwys dros wyneb teyrnas freinc y gynullaw holl dewred y uynet gyt a llyr yoresgyn y gyuoeth drachefyn idaw","and then it was called for arms all over the face of kingdom of France to gather all brave ones to go together with Lear to reconquer his realm for him","y gynullaw holl dewred"
"280",262,"BrutRB","39.40-44","a gwedy daruot kadarnhau yr amot uelly yrygtunt yd anuonet y bop porthua o'r a oed ygkylch teruyneu groec y gynullaw eu llogeu","and after the agreement was secured in such a way between them one send to every port which was at the borders of Greece to gather their ships","y gynullaw eu llogeu"
"281",287,"BrutRB","53.38-41","a chychwyn odyna elchwyl hyt at y verch yr hynaf idaw o dybygu trugarhau ohonaei wrthaw oe gynnal ae varchogyon ygyt ac ef.","and he set off thence once again to his eldest daughter because he thought she take pity on him in order to sustain him and his knights with him","oe gynnal ae varchogyon ygyt ac ef."
"282",442,"BrutRB","81.10-12","ac yna y doeth gloyw amherawdyr rufein a llu gantaw y ynys brydein y gymell y deyrnget drachefyn.","and then Gloyw, emporer of Rome, came and a host with him to the island of Britain to exact/force his tribute again","y gymell y deyrnget drachefyn."
"283",878,"PKM","74.19-21","Ac yn hynny ny doethant wy yng kyuyl y llys, namyn trigyaw y gylchaw y wlat a wnaethant yny aeth guahard udunt ar y bwyt a'y llyn.","Meanwhile Gwydion and Gilfaethwy did not come near the court, but continued to circuit the land until a ban went out denying them food and drink.; Davies2007:52","y gylchaw y wlat"
"284",1028,"Ger","6.176-179","Llawen oet pawb vrthunt o’r castell, ac ar y bylcheu ac ar y pyrth ac ym pob kyueir yd ymdoruynyglynt y gyuarch gwell ac uot yn llawen vrthunt.","Everyone in the castle was happy to see them, and on the battlements and on the gates and in every direction people were craning their necks to greet and welcome them. Davies2007:143-144","y gyuarch gwell"
"285",910,"PKM","85.4-5","… ac y doeth hitheu yn y erbyn y graessawu, ac y gyuarch well idaw.","…and she came to meet him, to welcome him and greet him,; Davies2007:59","y gyuarch well idaw"
"286",889,"PKM","78.21-22","Gwedy y dyuot y'r llys, kyuodi a oruc Aranrot yn y erbyn y raessawu, ac y gyuarch guell idaw.","When he came to the court, Aranrhod got up to meet him, to welcome and to greet him.; Davies2007:55","y gyuarch guell idaw"
"287",1020,"Ger","6.167-169","Ac y benn y dref y doethant; ac ual y kerdei y marchawc trwy y dref y kyuodei tylwyth pob ty y gyuarch gwell idaw ac y grassawu.","They came to the end of the town. As the knight rode through the town the people of every house would rise to their feet to greet and welcome him. Davies2007:143","y gyuarch gwell idaw"
"288",952,"BMW","5.22-24","Yna y kerdwys y kennadeu hyt ym penn y vlwydyn y grwytraw y byt, ac y geissaw chwedleu y wrth y vreudwyt.","Then the messengers travelled until the end of the year, wandering the world and seeking news of the emperor’s dream. Davies2007:105","y grwytraw y byt"
"289",1077,"Ger","17.503-505","‘Ymgveirwch oll, wraged, in, a dovch yn erbyn Gereint y ressawu ac y uot yn llawen vrthaw!’","‘Every woman get ready, and come to meet Geraint, to greet him and welcome him.’ Davies2007:152","y ressawu ac y uot yn llawen vrthaw"
"290",909,"PKM","85.4-5","… ac y doeth hitheu yn y erbyn y graessawu, ac y gyuarch well idaw.","…and she came to meet him, to welcome him and greet him,; Davies2007:59","y['y] graessawu"
"291",813,"PKM","55.28-56.1","""mi a af y'r gaer, y geissaw chwedleu y wrth y cwn.""","'I will go into the fort to seek news of the dogs.'; Davies2007:39","y geissaw chwedleu y wrth y cwn"
"292",864,"PKM","68.11-14","…Minheu a baraf,"" heb ef, ""cany ellir heb hynny, dygyuori Gwyned a Phowys a Deheubarth y geissaw y uorwyn;","…The only thing to do is for me to arrange that Gwynedd and Powys and Deheubarth gather for war, so that you can get the maiden;…; Davies2007:48","y geissaw y uorwyn"
"293",1022,"Ger","6.169-171","A ffan doeth Gereint y’r dref y ydrych ym pob ty y geissyaw adnabot neb o’r a welei…","When Geraint came to the town he looked in every house to see whether he recognized anyone… Davies2007:143","y geissyaw adnabot neb o’r a welei"
"294",902,"PKM","83.7-8","""Dygyuor,"" heb ynteu, ""y dorri dy dynghetuen am dy uab, ac y geissaw arueu idaw.","'An uprising to break your fate on your son,' he said, 'and to get weapons to him.…'; Davies2007:58","y geissaw arueu idaw"
"295",953,"BMW","5.22-24","Yna y kerdwys y kennadeu hyt ym penn y vlwydyn y grwytraw y byt, ac y geissaw chwedleu y wrth y vreudwyt.","Then the messengers travelled until the end of the year, wandering the world and seeking news of the emperor’s dream. Davies2007:105","y geissaw chwedleu y wrth y vreudwyt"
"296",378,"BrutRB","73.36-39","Ac ympen dwy ulyned eilweith paratoi llyges a oruc ulkessar y geisaw dial ar gaswallawn y sarhaet a wnathoed idaw.","And at the end of two years Cesar prepared ships once again to seek vengenace from Caswallawn for the humiliation which was done to him.","y geisaw dial ar gaswallawn y sarhaet a wnathoed idaw."
"297",217,"BrutRB","63.8-10","Sef a wnaethant wynteu bryssyaw drachefyn y geissaw rufein o vlaen bran","They hastened back to seek Rome before Bran","y geissaw rufein o vlaen bran"
"298",524,"BrutRB","89.40-42","Mynet a oruc hyt yn sithia y geisaw porth y gan y fichteit y oresgyn y kyfoeth drachefyn.","He[Sulien] went to Scythia to seek assistance from the Scots to win back the kingdom","y geisaw porth y gan y fichteit y oresgyn y kyfoeth drachefyn."
